reference;nombre de pieces;nombre de chambres;surface;surface terrain;prix m2
F34/1940 /  18 octobre 2024;4.0;2.0;81.0;;2.222
F39/2800 /  17 octobre 2024;5.0;3.0;120.0;;3.742
F28/2808 /  17 octobre 2024;5.0;3.0;136.0;;10.515
F27/1878 /  19 octobre 2024;3.0;2.0;66.0;;1.803
D40/0850 /  17 octobre 2024;;3.0;40.0;;
E42/2029 /  17 octobre 2024;5.0;3.0;88.0;;9.068
F48/0077 /  18 octobre 2024;5.0;2.0;83.0;176.0;
F34/0224 /  17 octobre 2024;4.0;3.0;94.0;499.0;1.755
F46/1265 /  17 octobre 2024;;;70.0;;
F20/0653 /  17 octobre 2024;10.0;6.0;200.0;4.5;1.4
F23/0061 /  19 octobre 2024;6.0;5.0;122.0;682.0;4.344
F47/1183 /  18 octobre 2024;2.0;1.0;40.2;;4.701
F20/0736 /  18 octobre 2024;9.0;6.0;343.0;1.453;2.184
F33/0229 /  17 octobre 2024;7.0;4.0;140.0;2.6;
F18/1025 /  17 octobre 2024;3.0;2.0;64.0;;10.547
F09/0950 /  18 octobre 2024;2.0;1.0;45.0;;9.0
F18/2314 /  15 octobre 2024;5.0;3.0;150.0;1.93;3.4
F43/1399 /  17 octobre 2024;2.0;1.0;38.0;;8.289
E99/1586 /  18 octobre 2024;8.0;4.0;154.0;525.0;2.435
E45/1140 /  17 octobre 2024;8.0;5.0;203.0;551.0;3.916
F39/0586 /  17 octobre 2024;6.0;4.0;210.0;750.0;1.286
F18/0662 /  17 octobre 2024;4.0;2.0;62.0;;
E91/1580 /  17 octobre 2024;4.0;3.0;85.0;;5.365
F52/2510 /  15 octobre 2024;6.0;5.0;218.0;5.347;1.651
C75/0699 /  19 octobre 2024;;;;;
F52/1497 /  11 octobre 2024;5.0;4.0;135.0;;4.444
F46/1046 /  17 octobre 2024;2.0;1.0;35.0;;1.757
F25/0523 /  17 octobre 2024;6.0;4.0;190.0;766.0;1.711
F21/0204 /  18 octobre 2024;;;513.0;;
F13/1201 /  18 octobre 2024;6.0;4.0;180.0;2.25;3.606
F02/2300 /  17 octobre 2024;5.0;4.0;108.0;103.0;8.75
F44/1589 /  19 octobre 2024;6.0;3.0;87.0;519.0;1.839
F47/1353 /  18 octobre 2024;4.0;3.0;82.0;234.0;2.622
F49/2865 /  17 octobre 2024;5.0;3.0;135.0;1.0;1.556
F51/0256 /  18 octobre 2024;7.0;5.0;228.0;325.0;6.974
F18/0869 /  19 octobre 2024;7.0;5.0;190.0;572.0;2.368
F14/0221 /  17 octobre 2024;2.0;1.0;37.0;;6.757
F47/0712 /  17 octobre 2024;5.0;4.0;110.0;;3.182
E55/1870 /  17 octobre 2024;10.0;8.0;290.0;500.0;828.0
F47/1417 /  18 octobre 2024;6.0;4.0;141.0;1.785;1.695
F47/1207 /  17 octobre 2024;3.0;2.0;50.0;440.0;3.78
F43/0026 /  17 octobre 2024;4.0;3.0;81.0;;2.531
F44/1506 /  19 octobre 2024;3.0;2.0;60.8;;
F48/0744 /  17 octobre 2024;2.0;1.0;37.5;;11.067
F25/2391 /  17 octobre 2024;3.0;2.0;101.0;;6.634
F32/1616 /  19 octobre 2024;;;350.0;;
F02/0787 /  17 octobre 2024;4.0;3.0;78.0;;3.756
F32/1666 /  18 octobre 2024;3.0;2.0;65.0;;3.794
F17/0572 /  17 octobre 2024;6.0;5.0;123.21;250.0;
F31/2812 /  17 octobre 2024;4.0;3.0;111.0;;7.162
F51/2521 /  17 octobre 2024;5.0;3.0;110.0;15.0;4.909
F47/0350 /  17 octobre 2024;1.0;;22.0;;5.773
F22/1310 /  18 octobre 2024;5.0;4.0;128.25;500.0;6.628
E11/1707 /  19 octobre 2024;4.0;3.0;82.0;;8.415
F30/0637 /  17 octobre 2024;5.0;4.0;119.0;375.0;
F47/2019 /  17 octobre 2024;5.0;4.0;195.0;600.0;
F28/0712 /  18 octobre 2024;10.0;6.0;180.0;1.0;1.656
F51/0966 /  17 octobre 2024;3.0;2.0;74.0;;3.176
C73/0016 /  17 octobre 2024;5.0;3.0;100.0;;3.15
F34/1766 /  19 octobre 2024;3.0;2.0;64.0;;7.016
F53/1729 /  19 octobre 2024;6.0;5.0;300.0;530.0;1.7
F25/2614 /  17 octobre 2024;4.0;3.0;86.0;350.0;
E85/2346 /  17 octobre 2024;4.0;3.0;110.0;195.0;5.164
F33/2236 /  17 octobre 2024;6.0;4.0;132.0;2.7;3.22
F28/1798 /  19 octobre 2024;;;12.3;;1.0
F53/1316 /  18 octobre 2024;;;820.0;;543.0
F50/2895 /  17 octobre 2024;5.0;3.0;110.0;894.0;3.545
F12/2237 /  17 octobre 2024;8.0;3.0;290.0;6.978;2.724
E98/2189 /  17 octobre 2024;5.0;4.0;80.0;;6.238
F27/2419 /  18 octobre 2024;4.0;2.0;81.0;;2.691
F04/0696 /  18 octobre 2024;5.0;3.0;160.0;800.0;5.313
F34/1562 /  17 octobre 2024;11.0;4.0;210.0;846.0;1.595
F50/2680 /  17 octobre 2024;3.0;2.0;81.0;;2.963
F42/0279 /  17 octobre 2024;5.0;4.0;150.0;;2.8
F36/2873 /  17 octobre 2024;6.0;4.0;160.0;440.0;
E97/1862 /  17 octobre 2024;;;397.0;;453.0
F49/1400 /  17 octobre 2024;6.0;4.0;129.0;416.0;4.023
F19/0513 /  18 octobre 2024;1.0;;24.0;;5.833
F26/2631 /  17 octobre 2024;12.0;6.0;231.0;;
F20/0500 /  17 octobre 2024;5.0;4.0;113.0;;3.531
F34/1760 /  19 octobre 2024;3.0;2.0;66.0;;6.955
F51/0875 /  17 octobre 2024;2.0;2.0;36.0;;6.333
F43/2066 /  17 octobre 2024;6.0;5.0;179.0;2.72;
F34/0082 /  17 octobre 2024;4.0;2.0;78.0;;8.462
F00/0081 /  17 octobre 2024;2.0;1.0;40.0;;7.075
F47/1376 /  17 octobre 2024;5.0;3.0;77.0;;8.961
F50/0225 /  17 octobre 2024;;;;;
F47/3404 /  17 octobre 2024;5.0;4.0;100.0;;2.79
F47/3240 /  18 octobre 2024;2.0;1.0;41.5;;
F40/1772 /  17 octobre 2024;1.0;;20.0;;7.5
F32/1706 /  18 octobre 2024;5.0;3.0;109.0;;1.742
F50/0199 /  17 octobre 2024;;;;;
F06/2114 /  17 octobre 2024;1.0;;26.0;;11.538
F17/1235 /  18 octobre 2024;9.0;6.0;178.0;;1.657
F53/0300 /  15 octobre 2024;3.0;2.0;60.0;;
F32/3177 /  18 octobre 2024;1.0;;33.0;;6.061
F07/0172 /  17 octobre 2024;4.0;2.0;94.0;;12.766
F34/0724 /  17 octobre 2024;6.0;4.0;125.0;600.0;2.04
E92/0550 /  17 octobre 2024;12.0;7.0;215.35;1.004;1.997
F51/0286 /  17 octobre 2024;6.0;4.0;160.0;800.0;4.094
F12/1449 /  18 octobre 2024;3.0;2.0;63.0;;
F27/2330 /  17 octobre 2024;6.0;5.0;160.0;870.0;
F48/1290 /  17 octobre 2024;6.0;3.0;162.0;2.106;3.457
F46/2386 /  17 octobre 2024;2.0;1.0;46.0;;14.109
D59/0781 /  18 octobre 2024;10.0;7.0;260.0;2.326;1.769
E84/2831 /  17 octobre 2024;5.0;3.0;85.0;300.0;6.412
E72/0165 /  17 octobre 2024;7.0;5.0;172.0;974.0;1.616
C68/0760 /  18 octobre 2024;7.0;3.0;220.0;10.0;2.682
E85/2353 /  19 octobre 2024;6.0;4.0;155.0;1.068;
F34/0827 /  17 octobre 2024;6.0;4.0;150.0;463.0;3.867
F43/0226 /  17 octobre 2024;6.0;3.0;188.0;1.019;3.138
F30/2203 /  18 octobre 2024;8.0;5.0;162.0;1.5;4.198
E59/1541 /  17 octobre 2024;7.0;4.0;170.0;1.9;
E78/3613 /  17 octobre 2024;;;281.0;;
F44/1791 /  19 octobre 2024;6.0;4.0;220.0;6.999;2.955
F50/2835 /  17 octobre 2024;5.0;4.0;88.37;950.0;2.603
F48/1144 /  17 octobre 2024;3.0;1.0;67.0;;9.478
F47/3005 /  17 octobre 2024;3.0;1.0;48.0;;12.1
F38/1083 /  17 octobre 2024;6.0;4.0;280.0;3.0;804.0
F50/1555 /  18 octobre 2024;2.0;1.0;39.09;;9.977
E67/2699 /  17 octobre 2024;5.0;3.0;120.0;;10.542
681/8708 /  18 octobre 2024;8.0;3.0;220.0;3.625;
F33/0091 /  17 octobre 2024;6.0;4.0;219.0;1.035;3.881
F23/1049 /  17 octobre 2024;4.0;3.0;86.0;;5.756
F27/1778 /  19 octobre 2024;6.0;5.0;161.0;;
E71/0307 /  18 octobre 2024;8.0;5.0;208.0;5.0;3.971
F05/0914 /  17 octobre 2024;9.0;4.0;177.0;682.0;1.068
F24/1071 /  17 octobre 2024;6.0;4.0;140.0;1.5;4.071
F50/2256 /  17 octobre 2024;3.0;2.0;62.0;;2.403
F46/2431 /  17 octobre 2024;5.0;4.0;137.0;35.998;
F27/0958 /  18 octobre 2024;5.0;3.0;100.0;964.0;2.45
F46/0957 /  17 octobre 2024;6.0;4.0;309.0;2.748;2.346
F22/2597 /  17 octobre 2024;5.0;3.0;98.0;3.637;4.031
F44/0118 /  17 octobre 2024;1.0;;26.9;;4.234
E83/3268 /  18 octobre 2024;7.0;6.0;198.0;1.1;2.929
F46/0312 /  17 octobre 2024;3.0;2.0;70.0;;4.571
F48/2037 /  16 octobre 2024;6.0;5.0;255.0;3.0;1.529
F36/1135 /  18 octobre 2024;14.0;10.0;385.0;1.6;3.87
F32/2621 /  17 octobre 2024;6.0;5.0;152.0;4.306;2.105
E93/1883 /  19 octobre 2024;;;506.0;;543.0
F33/1692 /  17 octobre 2024;2.0;1.0;41.0;;3.22
E81/1084 /  18 octobre 2024;3.0;2.0;62.0;;4.339
F38/2947 /  17 octobre 2024;6.0;4.0;142.0;2.585;5.775
F51/0083 /  17 octobre 2024;5.0;3.0;100.0;1.33;2.4
F03/2399 /  17 octobre 2024;4.0;3.0;77.0;400.0;
F39/1578 /  12 octobre 2024;9.0;7.0;257.0;1.594;1.922
D74/1569 /  18 octobre 2024;7.0;4.0;210.0;940.0;2.143
F08/1968 /  17 octobre 2024;3.0;2.0;63.0;;5.238
F47/0794 /  17 octobre 2024;1.0;;40.24;;7.083
F32/1447 /  17 octobre 2024;3.0;3.0;76.0;;3.421
E56/0452 /  17 octobre 2024;1.0;;27.8;;10.755
F51/1190 /  17 octobre 2024;6.0;4.0;175.0;450.0;3.943
F31/1196 /  18 octobre 2024;5.0;3.0;131.0;;15.191
B78/0490 /  17 octobre 2024;8.0;6.0;300.0;;983.0
F49/2041 /  17 octobre 2024;6.0;4.0;150.0;500.0;4.327
E81/1697 /  17 octobre 2024;4.0;3.0;117.0;236.0;6.88
F41/0202 /  17 octobre 2024;5.0;3.0;160.0;3.5;2.125
F34/1610 /  18 octobre 2024;7.0;5.0;150.0;769.0;1.26
F01/1303 /  18 octobre 2024;4.0;3.0;98.0;433.0;3.827
F19/1372 /  18 octobre 2024;2.0;1.0;48.0;;
F48/2239 /  16 octobre 2024;7.0;4.0;195.0;1.2;
E21/1360 /  19 octobre 2024;2.0;1.0;40.53;;6.156
F51/0932 /  17 octobre 2024;6.0;2.0;172.76;1.162;984.0
E99/3005 /  17 octobre 2024;5.0;4.0;270.0;3.7;1.833
F18/0594 /  19 octobre 2024;4.0;3.0;100.0;470.0;
F20/2092 /  19 octobre 2024;5.0;3.0;120.0;20.0;1.958
F13/2254 /  17 octobre 2024;6.0;4.0;150.0;320.0;3.867
E84/2705 /  17 octobre 2024;4.0;2.0;69.0;48.0;6.522
F35/3364 /  17 octobre 2024;3.0;2.0;63.0;;2.492
F13/1582 /  19 octobre 2024;2.0;1.0;44.0;;4.091
F50/1152 /  17 octobre 2024;3.0;2.0;74.0;;3.581
F12/0604 /  17 octobre 2024;1.0;1.0;11.0;;
F33/2113 /  17 octobre 2024;6.0;3.0;147.0;;3.803
F36/2357 /  17 octobre 2024;;;134.0;;
F24/1173 /  17 octobre 2024;;;985.0;;
F23/1387 /  17 octobre 2024;;1.0;;;
C31/0069 /  17 octobre 2024;;3.0;;;
F49/0465 /  18 octobre 2024;1.0;;29.0;;11.207
F47/1204 /  18 octobre 2024;3.0;2.0;75.0;;1.96
F53/1310 /  19 octobre 2024;6.0;5.0;150.0;1.4;2.667
F35/1944 /  19 octobre 2024;2.0;1.0;49.0;;11.837
F29/2618 /  17 octobre 2024;6.0;3.0;94.0;660.0;
F05/2137 /  17 octobre 2024;2.0;1.0;36.0;;5.5
F05/0524 /  17 octobre 2024;8.0;6.0;220.0;580.0;2.632
F37/0371 /  17 octobre 2024;2.0;1.0;31.0;;6.29
F52/1563 /  11 octobre 2024;1.0;;33.0;;9.545
F40/0406 /  17 octobre 2024;5.0;2.0;103.0;790.0;7.961
F33/3107 /  17 octobre 2024;5.0;4.0;100.0;400.0;4.39
F32/1806 /  19 octobre 2024;6.0;4.0;120.0;;4.333
F42/2152 /  17 octobre 2024;3.0;2.0;74.0;;3.919
F44/0822 /  17 octobre 2024;2.0;1.0;23.34;;3.989
F35/1307 /  18 octobre 2024;4.0;3.0;86.31;;7.404
F50/2265 /  17 octobre 2024;3.0;2.0;65.0;;
F26/1632 /  19 octobre 2024;3.0;2.0;90.0;1.012;3.333
F34/0221 /  18 octobre 2024;5.0;4.0;99.0;;1.667
F53/1339 /  19 octobre 2024;4.0;3.0;85.0;;8.788
C19/0661 /  18 octobre 2024;;;12.0;;
F28/0733 /  17 octobre 2024;4.0;3.0;105.0;;
F35/1267 /  18 octobre 2024;5.0;3.0;120.0;;2.458
F44/0995 /  16 octobre 2024;4.0;3.0;75.0;;3.853
F37/1552 /  17 octobre 2024;6.0;4.0;200.0;2.0;6.0
E53/2412 /  18 octobre 2024;2.0;1.0;39.0;;9.205
F46/3059 /  17 octobre 2024;7.0;4.0;145.0;400.0;3.379
F37/2175 /  17 octobre 2024;4.0;3.0;122.0;;1.803
F50/2055 /  17 octobre 2024;3.0;2.0;63.0;;3.841
F39/1961 /  19 octobre 2024;1.0;;30.0;;11.967
F12/1298 /  18 octobre 2024;4.0;3.0;56.0;;4.786
F33/3265 /  17 octobre 2024;;;6.35;;151.0
F31/0016 /  17 octobre 2024;4.0;3.0;118.0;;1.483
E99/2960 /  17 octobre 2024;4.0;3.0;83.0;;8.795
F47/0520 /  17 octobre 2024;3.0;2.0;53.2;;7.519
F47/0056 /  17 octobre 2024;3.0;2.0;83.0;;9.88
E67/2837 /  17 octobre 2024;;;90.0;;
F31/1186 /  18 octobre 2024;3.0;2.0;71.0;;9.014
F37/0275 /  17 octobre 2024;4.0;3.0;142.0;100.0;3.099
F53/1664 /  19 octobre 2024;5.0;2.0;130.0;355.0;4.769
F48/0150 /  17 octobre 2024;5.0;3.0;154.0;1.1;3.396
F27/0578 /  17 octobre 2024;10.0;7.0;278.0;6.192;2.871
E55/2346 /  17 octobre 2024;5.0;2.0;80.0;32.0;8.063
F35/1673 /  17 octobre 2024;6.0;4.0;165.0;1.3;4.564
F48/2693 /  16 octobre 2024;6.0;4.0;117.0;600.0;2.949
F03/0934 /  17 octobre 2024;;;215.0;;
E58/0111 /  17 octobre 2024;5.0;4.0;140.0;;11.893
F35/0508 /  17 octobre 2024;6.0;4.0;127.0;358.0;2.913
F18/2247 /  17 octobre 2024;3.0;2.0;49.0;;4.49
F32/1339 /  19 octobre 2024;7.0;4.0;230.0;25.0;1.957
F49/1258 /  19 octobre 2024;5.0;3.0;110.0;;2.909
F26/1510 /  19 octobre 2024;4.0;3.0;95.6;;8.525
F45/1616 /  17 octobre 2024;3.0;2.0;41.65;;9.484
F23/0177 /  17 octobre 2024;8.0;5.0;170.0;248.0;2.912
F53/1739 /  19 octobre 2024;6.0;3.0;137.0;2.473;1.745
F36/2419 /  17 octobre 2024;4.0;3.0;91.0;;3.505
F52/2094 /  19 octobre 2024;6.0;4.0;170.0;1.5;5.883
F04/0109 /  17 octobre 2024;3.0;2.0;70.0;;7.857
F47/1736 /  17 octobre 2024;2.0;1.0;35.0;;7.771
B81/0285 /  17 octobre 2024;5.0;3.0;177.0;2.55;960.0
F12/0594 /  17 octobre 2024;3.0;2.0;52.0;;6.135
F28/1423 /  18 octobre 2024;4.0;3.0;87.0;;3.299
E93/2145 /  19 octobre 2024;6.0;5.0;195.0;670.0;3.487
F30/1371 /  17 octobre 2024;2.0;1.0;25.03;;8.789
F53/0804 /  17 octobre 2024;;;110.0;;
F51/1750 /  17 octobre 2024;8.0;6.0;170.0;452.0;4.059
F46/2913 /  17 octobre 2024;;;104.0;;
F07/0914 /  17 octobre 2024;2.0;1.0;32.0;;5.781
F41/1045 /  17 octobre 2024;7.0;4.0;172.0;1.44;4.273
F23/2637 /  17 octobre 2024;10.0;5.0;270.0;320.0;2.289
F41/0265 /  17 octobre 2024;3.0;2.0;60.0;;10.867
F36/2906 /  17 octobre 2024;4.0;3.0;103.0;;
F18/1307 /  19 octobre 2024;2.0;1.0;40.4;;9.901
F28/0757 /  17 octobre 2024;1.0;;28.0;;
F06/0285 /  18 octobre 2024;2.0;1.0;42.0;;3.619
F34/2032 /  19 octobre 2024;2.0;1.0;39.0;;7.692
E65/2997 /  18 octobre 2024;6.0;4.0;160.0;211.0;
F49/1286 /  18 octobre 2024;6.0;3.0;235.0;2.0;2.762
F49/0565 /  18 octobre 2024;1.0;;17.0;;
F48/0038 /  17 octobre 2024;4.0;3.0;112.0;;5.616
E38/1503 /  17 octobre 2024;3.0;2.0;60.0;;4.083
F49/0747 /  18 octobre 2024;5.0;4.0;150.0;150.0;2.993
F50/1894 /  19 octobre 2024;2.0;1.0;38.0;;10.263
F12/2178 /  17 octobre 2024;;1.0;46.0;;
F29/0109 /  17 octobre 2024;3.0;2.0;60.0;;4.233
F29/2755 /  17 octobre 2024;8.0;6.0;320.0;1.05;2.063
E84/3541 /  17 octobre 2024;6.0;3.0;83.0;60.0;
F48/1837 /  19 octobre 2024;4.0;2.0;106.0;;8.962
F41/0402 /  17 octobre 2024;2.0;1.0;35.0;;8.829
F51/2773 /  17 octobre 2024;3.0;2.0;63.0;;3.333
F19/1364 /  18 octobre 2024;3.0;1.0;59.0;;4.898
F32/2443 /  17 octobre 2024;6.0;5.0;330.0;37.5;1.5
F24/0936 /  18 octobre 2024;6.0;4.0;165.0;600.0;7.242
F50/0304 /  17 octobre 2024;5.0;3.0;93.0;375.0;3.548
F48/0107 /  17 octobre 2024;3.0;2.0;63.75;;7.137
F16/2402 /  19 octobre 2024;;;903.0;;
F48/1669 /  18 octobre 2024;9.0;4.0;350.0;9.03;
F28/2371 /  17 octobre 2024;6.0;3.0;206.0;1.206;1.893
F28/1590 /  17 octobre 2024;;;1.165;;17.0
E96/0490 /  17 octobre 2024;;;519.0;;76.0
F07/0433 /  17 octobre 2024;3.0;2.0;71.0;;4.113
F06/0663 /  17 octobre 2024;;;52.06;;
F29/1463 /  18 octobre 2024;8.0;7.0;180.0;761.0;
F26/2489 /  11 octobre 2024;6.0;3.0;121.0;789.0;2.847
F52/0169 /  17 octobre 2024;1.0;;23.0;;8.043
F33/1747 /  17 octobre 2024;;;55.0;;
F33/3035 /  17 octobre 2024;11.0;8.0;350.0;3.6;1.671
F24/1438 /  19 octobre 2024;7.0;4.0;157.0;895.0;
F52/2204 /  14 octobre 2024;2.0;1.0;65.0;;13.385
F07/1758 /  19 octobre 2024;8.0;4.0;200.0;250.0;3.9
F30/2235 /  17 octobre 2024;13.0;6.0;497.0;;
F25/2791 /  17 octobre 2024;4.0;3.0;97.0;;3.588
F49/0923 /  19 octobre 2024;1.0;;29.88;;8.501
F01/1408 /  18 octobre 2024;6.0;4.0;122.0;330.0;5.164
F46/2107 /  18 octobre 2024;6.0;5.0;169.0;3.476;1.479
F49/1609 /  19 octobre 2024;8.0;6.0;340.0;3.184;1.588
F40/2009 /  17 octobre 2024;7.0;3.0;162.0;1.02;2.407
F23/1654 /  17 octobre 2024;2.0;1.0;106.0;;3.198
F50/1291 /  17 octobre 2024;8.0;7.0;286.0;280.0;346.0
E83/3474 /  17 octobre 2024;;;2.05;;32.0
F40/1461 /  17 octobre 2024;8.0;6.0;275.0;654.0;2.182
F40/0344 /  17 octobre 2024;3.0;2.0;70.0;;3.143
F26/1303 /  17 octobre 2024;7.0;4.0;162.85;727.0;3.365
F44/0418 /  17 octobre 2024;5.0;3.0;74.0;;8.108
F45/2393 /  17 octobre 2024;;;;;
F51/2136 /  19 octobre 2024;4.0;3.0;98.0;;5.357
F47/1429 /  18 octobre 2024;4.0;3.0;110.0;;4.455
F43/0292 /  17 octobre 2024;6.0;5.0;285.0;40.0;1.93
E20/0302 /  17 octobre 2024;9.0;7.0;210.0;4.5;
F44/2143 /  17 octobre 2024;4.0;3.0;76.0;;3.618
F09/1708 /  18 octobre 2024;7.0;5.0;149.0;600.0;2.215
F23/2366 /  17 octobre 2024;5.0;4.0;130.0;370.0;2.777
F51/3206 /  18 octobre 2024;8.0;4.0;177.0;2.8;2.373
F50/2501 /  17 octobre 2024;6.0;3.0;86.0;283.0;1.628
F51/0803 /  17 octobre 2024;3.0;2.0;58.0;;6.034
F02/1540 /  18 octobre 2024;2.0;1.0;37.0;;10.541
F51/1001 /  17 octobre 2024;;;270.0;;600.0
F31/1994 /  18 octobre 2024;;;1.73;;43.0
F53/0124 /  16 octobre 2024;6.0;4.0;148.0;320.0;6.554
E88/2087 /  17 octobre 2024;;;115.0;;
F36/0304 /  17 octobre 2024;4.0;2.0;80.0;1.07;2.125
F30/1273 /  18 octobre 2024;6.0;3.0;150.0;380.0;5.3
F15/2166 /  17 octobre 2024;2.0;1.0;47.0;;3.043
F43/1959 /  12 octobre 2024;3.0;2.0;100.0;;2.39
F02/0145 /  18 octobre 2024;7.0;6.0;196.0;441.0;2.347
F34/1310 /  17 octobre 2024;7.0;4.0;165.0;6.7;
F25/0145 /  17 octobre 2024;5.0;4.0;114.0;184.0;5.526
F29/2003 /  19 octobre 2024;5.0;4.0;186.0;10.0;2.634
E74/0390 /  17 octobre 2024;6.0;4.0;120.0;115.0;8.167
F37/1891 /  19 octobre 2024;9.0;4.0;240.0;2.3;3.538
F28/1982 /  19 octobre 2024;6.0;3.0;160.0;500.0;
F53/0584 /  19 octobre 2024;5.0;2.0;96.0;264.0;2.625
F21/0877 /  17 octobre 2024;6.0;4.0;111.0;1.273;2.477
F37/2492 /  17 octobre 2024;6.0;5.0;180.0;180.0;2.278
F48/0588 /  17 octobre 2024;5.0;3.0;90.0;432.0;4.389
F31/2819 /  17 octobre 2024;1.0;;9.0;;
F29/1081 /  17 octobre 2024;2.0;1.0;33.0;;4.845
F39/2470 /  15 octobre 2024;6.0;5.0;170.0;3.6;1.941
F48/1428 /  18 octobre 2024;2.0;1.0;26.27;;8.184
F48/0681 /  17 octobre 2024;8.0;7.0;165.0;1.518;2.697
F51/3103 /  11 octobre 2024;6.0;3.0;120.0;1.175;3.325
F28/0709 /  19 octobre 2024;5.0;3.0;115.0;560.0;2.478
F46/2672 /  17 octobre 2024;;;167.0;;
F22/2672 /  15 octobre 2024;;;180.0;;
D35/0896 /  19 octobre 2024;;3.0;37.0;;
F48/1486 /  18 octobre 2024;6.0;3.0;174.0;335.0;3.908
F36/0297 /  18 octobre 2024;6.0;5.0;142.0;1.291;6.549
F43/1535 /  12 octobre 2024;3.0;2.0;80.0;;4.875
F48/1234 /  18 octobre 2024;6.0;4.0;160.0;1.395;1.719
F49/0400 /  17 octobre 2024;1.0;;34.5;;3.71
F36/2705 /  18 octobre 2024;7.0;4.0;206.0;340.0;5.267
F09/0571 /  18 octobre 2024;6.0;5.0;197.0;2.0;1.599
F33/0722 /  17 octobre 2024;4.0;3.0;85.0;;
F47/2767 /  17 octobre 2024;4.0;3.0;89.0;330.0;2.685
F23/1708 /  19 octobre 2024;3.0;2.0;62.69;;5.408
F47/1691 /  18 octobre 2024;2.0;1.0;25.0;;6.4
F36/1149 /  18 octobre 2024;3.0;2.0;54.0;;4.352
F50/2944 /  17 octobre 2024;3.0;2.0;70.0;;
F15/0279 /  17 octobre 2024;4.0;3.0;107.0;;4.486
F43/0563 /  17 octobre 2024;2.0;1.0;55.0;;3.909
F37/0605 /  17 octobre 2024;1.0;;30.0;;15.5
F15/2245 /  17 octobre 2024;6.0;4.0;104.0;185.0;
F47/1800 /  19 octobre 2024;5.0;4.0;133.0;60.0;5.977
F43/0647 /  17 octobre 2024;1.0;;23.0;;10.217
F44/1877 /  19 octobre 2024;6.0;4.0;179.0;4.569;2.173
F18/0894 /  17 octobre 2024;2.0;1.0;38.0;;8.816
F47/3081 /  17 octobre 2024;2.0;1.0;45.0;;2.1
F18/1504 /  19 octobre 2024;2.0;1.0;56.0;;
D04/1460 /  18 octobre 2024;7.0;4.0;180.0;10.0;1.5
E96/0356 /  18 octobre 2024;6.0;4.0;113.0;213.0;3.531
F22/2303 /  17 octobre 2024;4.0;3.0;65.34;;3.059
E74/0272 /  17 octobre 2024;6.0;4.0;145.0;1.5;3.345
F31/0540 /  17 octobre 2024;2.0;1.0;40.0;;9.875
F45/1483 /  19 octobre 2024;5.0;3.0;94.0;930.0;5.106
F19/0927 /  17 octobre 2024;4.0;3.0;62.0;;5.645
F07/1798 /  17 octobre 2024;7.0;4.0;200.0;3.0;1.795
F46/2115 /  19 octobre 2024;;;30.0;;
F33/1286 /  18 octobre 2024;5.0;4.0;112.0;;3.036
E75/2442 /  17 octobre 2024;11.0;8.0;285.0;1.816;1.737
F45/0586 /  17 octobre 2024;5.0;3.0;103.0;;
E98/0192 /  17 octobre 2024;2.0;1.0;34.0;;8.794
F51/2411 /  17 octobre 2024;1.0;;14.7;;
F09/0314 /  17 octobre 2024;;;380.0;;
E74/1862 /  18 octobre 2024;5.0;4.0;200.0;400.0;2.625
F20/0278 /  17 octobre 2024;5.0;3.0;207.0;6.0;1.425
F31/1633 /  18 octobre 2024;7.0;5.0;131.0;513.0;
F53/1695 /  19 octobre 2024;4.0;3.0;140.0;140.0;4.857
F42/1226 /  17 octobre 2024;6.0;5.0;300.0;2.5;
F29/1979 /  17 octobre 2024;6.0;6.0;328.0;1.0;2.713
F13/0690 /  17 octobre 2024;4.0;2.0;86.0;;2.733
F49/0632 /  18 octobre 2024;6.0;4.0;121.0;;1.314
F21/2076 /  17 octobre 2024;4.0;3.0;93.0;;
F08/1839 /  17 octobre 2024;6.0;3.0;85.0;984.0;918.0
E68/1214 /  19 octobre 2024;5.0;3.0;100.0;501.0;4.99
F45/1012 /  17 octobre 2024;5.0;4.0;110.0;;6.318
F38/0760 /  17 octobre 2024;5.0;3.0;130.0;240.0;7.615
F21/2667 /  19 octobre 2024;;;;;
F51/0999 /  17 octobre 2024;2.0;1.0;42.5;;
F49/3095 /  17 octobre 2024;;;;;
F41/2103 /  17 octobre 2024;6.0;4.0;165.0;1.905;2.939
F48/2851 /  16 octobre 2024;4.0;2.0;82.0;;4.659
F29/2297 /  17 octobre 2024;7.0;5.0;133.0;3.7;1.729
F30/2270 /  17 octobre 2024;6.0;5.0;100.0;306.0;3.75
E99/0713 /  17 octobre 2024;;;;;
F38/2833 /  19 octobre 2024;2.0;1.0;54.0;;9.426
F35/0773 /  17 octobre 2024;7.0;4.0;170.0;2.249;2.441
F36/0849 /  17 octobre 2024;3.0;2.0;66.0;;3.03
F21/1818 /  18 octobre 2024;2.0;1.0;50.0;;
F23/2534 /  19 octobre 2024;5.0;3.0;100.0;900.0;2.8
F00/1994 /  19 octobre 2024;8.0;5.0;181.0;1.24;2.149
F25/1220 /  17 octobre 2024;3.0;2.0;85.0;;3.518
F38/0234 /  17 octobre 2024;8.0;5.0;153.0;520.0;2.092
D43/0043 /  17 octobre 2024;1.0;;24.0;;1.333
F44/0965 /  17 octobre 2024;6.0;4.0;183.0;160.0;5.628
