reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
F49/2764 /  17 octobre 2024;95320.0;17/10/2024;389000.0;49.016216;2.248395;appartement;D;"Situé proche de toutes les commodités (commerces, crèche).
A 600m de la gare de la ville.

 Bel appartement refait à neuf 3 pièces d'une superficie de 120m2 au rez-de-chaussée sur 1 étage, il comporte :

Une entrée, un vaste séjour lumineux carrelé orienté plein sud avec toit verrière, une cuisine ouverte aménagée et équipée, un cellier, un dressing séparé, 2 chambres, une salle de bains avec meuble double vasque et sèche-serviettes, wc indépendants.

Un garage ainsi qu'une cave complètent ce bien.

Double vitrage.
Chauffage : électrique et poêle à granulés MCZ récent.
Taxe foncière : 2000€/an  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-saint-leu-la-foret-95320-r454902764;Saint-Leu la Forêt//Vaucelles//Taverny
F48/0316 /  11 octobre 2024;20100.0;11/10/2024;1150000.0;41.541494;8.852425;maison;C;"Proche de Sartène dans une environnement préservé avec de magnifiques plages, Tizzano est un vrai coin de paradis. Sur la route en impasse se terminant par un petit port de plaisance, je vous présente ma maison atypique, en pierres de taille style bergerie de 160 m2 et disposant de plusieurs terrasses et d'une piscine.

Climatisation réversible dans toutes les pièces, cave pour entreposer le bois. 3 places de parking à l'extérieur.
A 50 m de la plage de Tizzano, ma maison dispose de 3 chambres, 2 salles d'eau, 2 cheminées,  2 caves, 1 garage.

Ainsi que d'un superbe Studio indépendant de 25 m2 construit récemment avec terrasse surplombant la baie.
Le jardin est entièrement aménagé et arboré d'essences méditerranéennes.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site : Géorisques : www.georiques.gouv.fr à partir de 10h et toute la journée J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-sartene-20100-r454800316;
F51/3223 /  17 octobre 2024;75009.0;17/10/2024;190000.0;48.877883;2.347403;appartement;E;Agréable Studio  dans immeuble en pierre, de taille, vendu meublé, douche, salle de bain séparée, situé  dans  un  agréable quartier du  9e restaurant, parc à proximité.;https://www.pap.fr/annonces/appartement-paris-9e-75009-r455103223;Poissonnière//Cadet//Gare du Nord
D94/0633 /  17 octobre 2024;75010.0;17/10/2024;685000.0;48.8717;2.3572;appartement;E;"Agences et autres professionnels de l'immobilier merci de vous abstenir de me contacter car aucune réponse ne vous sera donnée.

Appartement 74.41 m2 avec 4 pièces dont 2 chambres, entièrement refait à neuf situé non loin de la gare du Nord.

DPE : classement E 280 avec un classement pour les émissions de gaz à effet de serre B / 9kg.

Situé au 3ème étage sans ascenseur d'un immeuble de 5 étages datant  du 19e siècle bâti sur cour dans une copropriété très tranquille se composant deux immeubles, il dispose d'une exposition Est/Ouest traversante.
Comme en attestent les photos, il a été entièrement refait à neuf y compris l'électricité et présente l'avantage d'être réellement au calme.

Ce beau 4 pièces lumineux est composé d'une entrée desservant en étoile une des 2 grandes chambres, la salle à manger/salon aux dimensions respectables d'environ 30 m² qui donne accès à une seconde grande chambre. Dans l'autre sens le couloir distribue les wc puis la cuisine repensée et refaite à neuf et donnant sur une courette. Elle est totalement équipée à neuf : lave-vaisselle, four traditionnel + micro-ondes, plaques de cuisson le tout de marque Siemens + un réfrigérateur-congélateur Liebherr et  une hotte Franke.

A l'autre bout d'un autre petit couloir, une grande salle d'eau totalement carrelée avec une belle douche à l'italienne, un meuble à 2 vasques, un coin buanderie avec machine à laver + sèche-linge et meuble de rangement.

Les fenêtres double vitrage de grande taille avec ouverture oscillo-battante sont neuves + stores jour/nuit sur mesure neufs (sf cuisine).
Chauffage électrique individuel : les radiateurs de marque Atlantic neufs viennent d'être changés.

Charges comprenant l'entretien courant ainsi que l'eau froide : environ 190 euros par mois.
Une cave 7m² complète le bien.

Pas de gros travaux à prévoir, toiture neuve travaux en cours.

Contactez-moi pour + de précisions ou une visite.";https://www.pap.fr/annonces/appartement-paris-10e-75010-r439400633;
F47/1973 /  18 octobre 2024;75019.0;18/10/2024;235000.0;48.893494;2.373673;appartement;E;"**Idéal étudiant. Investissement.
 2 pièces en rez-de-chaussée - Paris 19 - 232 rue de Crimée.

Appartement de 29,73 m2 loi Carrez entièrement rénové avec porte d'entrée blindée, il se compose d'une pièce principale avec un plafond mouluré de plus de 3 mètres de haut , pièce éclairée par une double-fenêtre double vitrage oscille battante ouvrant sur rue. Ensuite une cuisine équipée avec four, lave-vaisselle, réfrigérateur, plaque de cuisson, lave-linge.
Côté cour, une chambre avec dressing aménagé éclairée par une fenêtre double vitrée oscillo battante ouvrant sur cour. Une salle de douche avec wc. VMC dans la salle d'eau et cuisine.
Équipement : lit coffre double de 140 de large, une table et 4 chaises, un bureau, un canapé lit et deux fauteuils, tables basses. Lave-vaisselle - lave-linge-four micro-ondes - plaques électriques- réfrigérateur.
Vendu vide ou meublé. Possibilité de le louer 1145 euros mensuels charges comprises.";https://www.pap.fr/annonces/appartement-paris-19e-75019-r454701973;Crimée//Rosa Parks//Riquet
F36/2908 /  17 octobre 2024;49500.0;17/10/2024;510000.0;47.671703;-0.887406;maison;;"Située à 1 km du centre. Deux collèges et deux lycées au centre-ville. Proche de tous commerces et des commodités. Environnement calme et verdoyant.

Découvrez cette magnifique longère de 220 m2 datant des années 1700, nichée au cœur d'un hectare de terrain (dont 5000 m2 arboré, sans vis-à-vis, avec dépendances et piscine

Cette propriété allie charme historique et confort moderne, offrant un cadre de vie exceptionnel et se compose de :

- Au rez-de-chaussée : En entrant, vous serez accueilli par une spacieuse entrée qui mène à une cuisine lumineuse, équipée de tout le nécessaire. La cuisine donne sur une vaste salle à manger, un séjour avec une hauteur sous plafond de 3,09 m. À côté du séjour, une première chambre dispose d’un placard intégré.
Un couloir central dessert une salle d'eau, un WC indépendant et une buanderie. Une seconde chambre complète cet étage.

- Au premier étage : L’escalier central mène à un vaste palier desservant quatre chambres, dont l'une est dotée d’un dressing spacieux), une salle de bains avec baignoire et un WC.

Chauffage électrique : chaudière électrique. Double vitrage. Cave.

Taxe foncière : 1800 E";https://www.pap.fr/annonces/maison-sainte-gemmes-d-andigne-r453602908;
F33/0691 /  17 octobre 2024;94340.0;17/10/2024;307000.0;48.812376;2.467564;appartement;D;"Quartier des Bagaudes - Appartement 4 pièces 77 m²

Très bien situé, limite Saint Maur, dans un secteur vivant et dynamique avec toutes commodités à proximité immédiate (commerces, écoles, transports ..). Au 1er étage sur 7 d'une charmante copropriété calme,  bien entretenue et sécurisée.

Il se compose d'une entrée donnant sur un long couloir desservant un lumineux séjour, une cuisine indépendante dotée de nombreux rangements, trois chambres, une salle d'eau, wc indépendants.

- Chauffage collectif,
- Double vitrage.

Une cave complète ce bien

Charges copropriété : 2.800€/an
Taxe foncière : 1.471€  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/appartement-joinville-le-pont-94340-r453300691;Saint-Maur - Créteil//Joinville-le-Pont//Le Parc de Saint-Maur
F43/1932 /  17 octobre 2024;6400.0;17/10/2024;399000.0;43.564374;7.016092;appartement;B;"Découvrez ce magnifique appartement de 3 chambres, entièrement refait à neuf, idéalement situé en face du lycée Carnot au 2 rue de Stalingrad. Grâce à sa localisation privilégiée, vous bénéficierez d'un accès facile aux commerces, écoles et transports en commun, rendant votre quotidien des plus agréables.

Vous serez séduits par ses points forts :

- Expositions Sud , très lumineux
- Vue salon dégagée
- Triple vitrage phonique
- Climatisation et volets électrique dans chaque pièces
- Grand séjour de 26m2
- Cuisine complètement meublé et équipé avec des produits de qualité
- Chauffage au sol
- Dressings de grands dimensions
- Électricité et plomberie refaite à neuf
- Les parties communes de l'immeuble ont également été récemment rénovées

Les activités commerciales , libérales et les locations meublés sont autorisées par le règlement de copropriété.

Ce bien rare allie confort moderne et emplacement stratégique, en faisant une opportunité unique pour ceux qui souhaitent s'installer dans l'une des villes les plus prisées de la Côte d'Azur.

Ne manquez pas cette occasion d'acquérir un appartement de qualité dans un cadre de vie exceptionnel.";https://www.pap.fr/annonces/appartement-cannes-06150-r454301932;
F44/1562 /  19 octobre 2024;75008.0;19/10/2024;640000.0;48.877444;2.302625;appartement;D;"Un charmant appartement situé à côté du Parc Monceau et de l Arc de Triomphe à proximité de Champs Élysée. L'appartement se situe au 3e étage avec ascenseur dans une ruelle très calme et piéton sans vis à vis et avec un jardin collectif. Il se compose d un salon, d'une chambre à coucher, cuisine et salle de bains. Il a été rénové début 2024. Le bâtiment a été ravalé en 2019.
Les musées, commerces, un marché, les restaurants à proximité et également une piscine publique.";https://www.pap.fr/annonces/appartement-paris-8e-r454401562;Courcelles//Ternes//Monceau
F33/0058 /  17 octobre 2024;37540.0;17/10/2024;285000.0;47.404082;0.663685;maison;D;"Dans quartier résidentiel tranquille recherché, charmante maison lumineuse de 118 m² en très bon état, exposée sud-ouest côté salon, avec 4 chambres.

Jolie vue dégagée sur un jardin clos et arboré de 680 m², sans vis-à-vis.
Séjour lumineux avec cheminée, cuisine aménagée et équipée menant à un jardin, une terrasse intime et un cabanon.

Sous-sol total, chauffage gaz de ville.
Garage double de 35 m² et place de parking supplémentaire sur le côté de la maison, avec portail électrique.

Établissements scolaires publics du primaire et du secondaire à proximité (sectorisation Béchellerie), ainsi qu'une garderie et une promenade dans l'espace naturel protégé de la Choisille. Fibre optique. Cave à vin.

Départ pour cause retraite.

 1. Intérieur de la maison (118 m²)
      Orientation  Sud-Ouest: salon, cuisine donnent au Sud-Ouest sur le jardin

      a) Rez-de-chaussée :
       Cuisine équipée 9 m² donnant sur le jardin
       Séjour traversant, lumineux, 28 m² sans vis-à-vis côté jardin, avec cheminée.
       2 chambres 10 et 12 m².

       b)  Sous-sol :
       Garage 31 m² (place pour 2 voitures l'une derrière l'autre)
       Buanderie aménagée avec douche et WC
       1 chambre avec coin lavabo 10 m²
       1 chambre avec grands placards 12 m²
       1 cave à vin.

2. Extérieur
      Jardin 668 m²
      Cabane de jardin sur sol bétonné.
      Terrasse avec pergola (vigne).

•	Emplacement :
        Garderie 		         dans la rue
	École Primaire  Périgord - 	1,6 km (3 min en voiture)
        Collège public la Béchellerie - 1 km (2 min en voiture, 4 min en vélo).

•	Transports:
	a) Arrêt de bus en face de la maison - Bus de ville sur réservation (16 min jusqu'au tram).
       b)  Ligne 14 à  environ 1 km

•	Chauffage:
	Chaudière gaz à condensation Viessman programmable, en excellent état et bien entretenue.
	DPE D.
	Cheminée d'agrément, fonctionnelle, dans le salon.

•	Prix:
	285 000 € (très attractif pour le quartier et les prestations).";https://www.pap.fr/annonces/maison-saint-cyr-sur-loire-37540-r453300058;
F53/1711 /  19 octobre 2024;93270.0;19/10/2024;335000.0;48.932323;2.537525;maison;C;"Belle maison situé quartier pavillonnaire, toutes commodités à proximité / écoles, collèges : bus et RER.
Elle se compose au rez-de-chaussée d'une grande chambre, une belle et lumineuse pièce de vie avec une cuisine ouverte et équipée.
Une buanderie longe le salon pouvant servir d'arrière cuisine : idéal pour les rangements : lave-linge et sèche-linge.
Un accès direct au jardin par le salon ravivera les enfants.
A l'étage, un espace nuit dessert 2 autres grandes chambres de 15 m2 et 15,80 m2.

Stationnement possible de 2 voitures.
Aucun vis-à-vis, jardin très arboré avec piscine hors-sol.

Une dépendance et un abri de jardin complètent cette belle maison aux nombreux avantages.
Isolation parfaite, climatisation réversible, portail électrique...

Coup de coeur assuré.";https://www.pap.fr/annonces/maison-sevran-93270-r455301711;Sevran - Livry//Freinville - Sevran//Rougemont - Chanteloup
F48/1645 /  19 octobre 2024;94300.0;19/10/2024;699000.0;48.84704;2.421398;maison;D;"Maison individuelle entièrement refaite à neuf, meublée, cuisine équipée entièrement.

Sous-sol = séjour
Rez-de-chaussée = cuisine
1er étage = chambre et dressing avec salle de bain  indépendante
2e étage = chambre et dressing avec salle de bain  indépendante
3e étage = combles aménagées

Agence s'abstenir.";https://www.pap.fr/annonces/maison-vincennes-r454801645;Saint-Mandé//Bérault//Vincennes
